genus,material,metric,tau,gamma,total_communities,cluster_id,cluster_size,antibiotic,label_broad,label_fine,label_who
Staphylococcus,Urine,phi,0.4,0.5,30,21,1,MOX - Moxifloxacin_Tested,Fluoroquinolone,Fluoroquinolone,Watch
Staphylococcus,Urine,phi,0.4,0.5,30,22,1,MTR - Metronidazol_Tested,,Nitroimidazole,Access
Staphylococcus,Urine,phi,0.4,0.5,30,23,1,MZL - Mezlocillin_Tested,β-lactam,Penicillin (β-lactam),Watch
Staphylococcus,Urine,phi,0.4,0.5,30,24,1,NFT - Nitrofurantoin_Tested,Nitrofuran,Nitrofuran,Access
Staphylococcus,Urine,phi,0.4,0.5,30,25,1,NOR - Norfloxacin_Tested,Fluoroquinolone,Fluoroquinolone,Watch
Staphylococcus,Urine,phi,0.4,0.5,30,26,1,OFX - Ofloxacin_Tested,Fluoroquinolone,Fluoroquinolone,Watch
Staphylococcus,Urine,phi,0.4,0.5,30,27,1,OXA - Oxacillin_Tested,β-lactam,Penicillin (β-lactam),Access
Staphylococcus,Urine,phi,0.4,0.5,30,28,1,PEN - Penicillin_Tested,β-lactam,Penicillin (β-lactam),Watch
Staphylococcus,Urine,phi,0.4,0.5,30,20,7,PIP - Piperacillin_Tested,β-lactam,Penicillin (β-lactam),Watch
Staphylococcus,Urine,phi,0.4,0.5,30,20,7,PIT - Piperacillin/Tazobactam_Tested,β-lactam,β-lactam/β-lactamase inhibitor,Watch
Staphylococcus,Urine,phi,0.4,0.5,30,13,10,RAM - Rifampicin_Tested,Rifamycin,Rifamycin,Watch
Staphylococcus,Urine,phi,0.4,0.5,30,5,5,ROX - Roxithromycin_Tested,Macrolide,Macrolide,Watch
Staphylococcus,Urine,phi,0.4,0.5,30,29,1,SXT - Co-Trimoxazol_Tested,,Sulfonamide/Trimethoprim combo,Access
Staphylococcus,Urine,phi,0.4,0.5,30,2,1,TET - Tetracyclin_Tested,Tetracycline,Tetracycline,Access
Staphylococcus,Urine,phi,0.4,0.5,30,13,10,TGC - Tigecyclin_Tested,Glycylcycline,Glycylcycline,Reserve
Staphylococcus,Urine,phi,0.4,0.5,30,3,1,TOB - Tobramycin_Tested,Aminoglycoside,Aminoglycoside,Watch
Staphylococcus,Urine,phi,0.4,0.5,30,13,10,TPL - Teicoplanin_Tested,Glycopeptide,Glycopeptide,Watch
Staphylococcus,Urine,phi,0.4,0.5,30,11,3,TRP - Trimethoprim_Tested,Dihydrofolate reductase inhibitor,Dihydrofolate reductase inhibitor,Access
Staphylococcus,Urine,phi,0.4,0.5,30,13,10,VAN - Vancomycin_Tested,Glycopeptide,Glycopeptide,Watch
Streptococcus,Blood Culture,cosine,0.4,0.75,18,12,24,AMC - Amoxicillin/clavulanic acid_Tested,β-lactam,β-lactam/β-lactamase inhibitor,Access
Streptococcus,Blood Culture,cosine,0.4,0.75,18,1,2,AMK - Amikacin_Tested,Aminoglycoside,Aminoglycoside,Access
Streptococcus,Blood Culture,cosine,0.4,0.75,18,12,24,AMP - Ampicillin_Tested,β-lactam,Penicillin (β-lactam),Access
Streptococcus,Blood Culture,cosine,0.4,0.75,18,12,24,AMS - Ampicillin/Sulbactam_Tested,β-lactam,β-lactam/β-lactamase inhibitor,Access
Streptococcus,Blood Culture,cosine,0.4,0.75,18,12,24,AMX - Amoxicillin_Tested,β-lactam,Penicillin (β-lactam),Access
Streptococcus,Blood Culture,cosine,0.4,0.75,18,14,11,AZM - Azithromycin_Tested,Macrolide,Macrolide,Watch
Streptococcus,Blood Culture,cosine,0.4,0.75,18,11,3,AZT - Aztreonam_Tested,β-lactam,Monobactam (β-lactam),Reserve
Streptococcus,Blood Culture,cosine,0.4,0.75,18,1,2,CAZ - Ceftazidim_Tested,β-lactam,Third-gen cephalosporin (β-lactam),Watch
Streptococcus,Blood Culture,cosine,0.4,0.75,18,14,11,CEC - Cefaclor_Tested,β-lactam,Second-gen cephalosporin (β-lactam),Watch
Streptococcus,Blood Culture,cosine,0.4,0.75,18,9,1,CEP - Cefepim_Tested,β-lactam,Fourth-gen cephalosporin (β-lactam),Watch
Streptococcus,Blood Culture,cosine,0.4,0.75,18,14,11,CEX - Cefalexin_Tested,β-lactam,First-gen cephalosporin (β-lactam),Access
Streptococcus,Blood Culture,cosine,0.4,0.75,18,2,2,CEZ - Cefazolin_Tested,β-lactam,First-gen cephalosporin (β-lactam),Access
Streptococcus,Blood Culture,cosine,0.4,0.75,18,14,11,CFA - Cefuroxim-Axetil_Tested,β-lactam,Second-gen cephalosporin (β-lactam),Watch
Streptococcus,Blood Culture,cosine,0.4,0.75,18,14,11,CFI - Cefixim_Tested,β-lactam,Third-gen cephalosporin (β-lactam),Watch
Streptococcus,Blood Culture,cosine,0.4,0.75,18,14,11,CFR - Cefadroxil_Tested,β-lactam,First-gen cephalosporin (β-lactam),Access
Streptococcus,Blood Culture,cosine,0.4,0.75,18,15,3,CIP - Ciprofloxacin_Tested,Fluoroquinolone,Fluoroquinolone,Watch
Streptococcus,Blood Culture,cosine,0.4,0.75,18,12,24,CLI - Clindamycin_Tested,Lincosamide,Lincosamide,Access
Streptococcus,Blood Culture,cosine,0.4,0.75,18,14,11,CLR - Clarithromycin_Tested,Macrolide,Macrolide,Watch
Streptococcus,Blood Culture,cosine,0.4,0.75,18,12,24,CMP - Chloramphenicol_Tested,Amphenicol,Amphenicol,Access
Streptococcus,Blood Culture,cosine,0.4,0.75,18,11,3,COL - Colistin_Tested,Polymyxin,Polymyxin,Reserve
Streptococcus,Blood Culture,cosine,0.4,0.75,18,5,2,COX - Cefoxitin_Tested,β-lactam,Second-gen cephalosporin (β-lactam),Watch
Streptococcus,Blood Culture,cosine,0.4,0.75,18,14,11,CPO - Cefpodoxim_Tested,β-lactam,Third-gen cephalosporin (β-lactam),Watch
Streptococcus,Blood Culture,cosine,0.4,0.75,18,14,11,CPP - Cefpodoxim-Proxetil_Tested,β-lactam,Third-gen cephalosporin (β-lactam),Watch
Streptococcus,Blood Culture,cosine,0.4,0.75,18,12,24,CRO - Ceftriaxon_Tested,β-lactam,Third-gen cephalosporin (β-lactam),Watch
Streptococcus,Blood Culture,cosine,0.4,0.75,18,12,24,CTX - Cefotaxim_Tested,β-lactam,Third-gen cephalosporin (β-lactam),Watch
Streptococcus,Blood Culture,cosine,0.4,0.75,18,12,24,CXM - Cefuroxim_Tested,β-lactam,Second-gen cephalosporin (β-lactam),Watch
Streptococcus,Blood Culture,cosine,0.4,0.75,18,16,1,CZA - Ceftazidim/Avibactam_Tested,,,
Streptococcus,Blood Culture,cosine,0.4,0.75,18,12,24,DOX - Doxycyclin_Tested,Tetracycline,Tetracycline,Access
Streptococcus,Blood Culture,cosine,0.4,0.75,18,17,1,DPT - Daptomycin_Tested,Lipopeptide,Lipopeptide,Reserve
Streptococcus,Blood Culture,cosine,0.4,0.75,18,2,2,ERT - Ertapenem_Tested,β-lactam,Carbapenem (β-lactam),Watch
Streptococcus,Blood Culture,cosine,0.4,0.75,18,12,24,ERY - Erythromycin_Tested,Macrolide,Macrolide,Watch
Streptococcus,Blood Culture,cosine,0.4,0.75,18,11,3,FLU - Flucloxacillin_Tested,β-lactam,Penicillin (β-lactam),Access
Streptococcus,Blood Culture,cosine,0.4,0.75,18,0,1,FUS - Fusidic acid_Tested,Steroid antibiotic,Steroid antibiotic,Watch
Streptococcus,Blood Culture,cosine,0.4,0.75,18,15,3,GEN - Gentamicin_Tested,Aminoglycoside,Aminoglycoside,Access
Streptococcus,Blood Culture,cosine,0.4,0.75,18,12,24,IMP - Imipenem_Tested,β-lactam,Carbapenem (β-lactam),Watch
Streptococcus,Blood Culture,cosine,0.4,0.75,18,12,24,LEV - Levofloxacin_Tested,Fluoroquinolone,Fluoroquinolone,Watch
Streptococcus,Blood Culture,cosine,0.4,0.75,18,12,24,LIZ - Linezolid_Tested,Oxazolidinone,Oxazolidinone,Reserve
Streptococcus,Blood Culture,cosine,0.4,0.75,18,3,1,MCL - Mecillinam_Tested,β-lactam,Penicillin (β-lactam),Access
Streptococcus,Blood Culture,cosine,0.4,0.75,18,12,24,MER - Meropenem_Tested,β-lactam,Carbapenem (β-lactam),Watch
Streptococcus,Blood Culture,cosine,0.4,0.75,18,12,24,MOX - Moxifloxacin_Tested,Fluoroquinolone,Fluoroquinolone,Watch
Streptococcus,Blood Culture,cosine,0.4,0.75,18,4,1,MTR - Metronidazol_Tested,,Nitroimidazole,Access
Streptococcus,Blood Culture,cosine,0.4,0.75,18,5,2,MZL - Mezlocillin_Tested,β-lactam,Penicillin (β-lactam),Watch
Streptococcus,Blood Culture,cosine,0.4,0.75,18,6,1,NFT - Nitrofurantoin_Tested,Nitrofuran,Nitrofuran,Access
Streptococcus,Blood Culture,cosine,0.4,0.75,18,7,1,NOR - Norfloxacin_Tested,Fluoroquinolone,Fluoroquinolone,Watch
Streptococcus,Blood Culture,cosine,0.4,0.75,18,8,1,OFX - Ofloxacin_Tested,Fluoroquinolone,Fluoroquinolone,Watch
Streptococcus,Blood Culture,cosine,0.4,0.75,18,10,1,OXA - Oxacillin_Tested,β-lactam,Penicillin (β-lactam),Access
Streptococcus,Blood Culture,cosine,0.4,0.75,18,12,24,PEN - Penicillin_Tested,β-lactam,Penicillin (β-lactam),Watch
Streptococcus,Blood Culture,cosine,0.4,0.75,18,12,24,PIP - Piperacillin_Tested,β-lactam,Penicillin (β-lactam),Watch
Streptococcus,Blood Culture,cosine,0.4,0.75,18,14,11,PIT - Piperacillin/Tazobactam_Tested,β-lactam,β-lactam/β-lactamase inhibitor,Watch
Streptococcus,Blood Culture,cosine,0.4,0.75,18,12,24,RAM - Rifampicin_Tested,Rifamycin,Rifamycin,Watch
Streptococcus,Blood Culture,cosine,0.4,0.75,18,14,11,ROX - Roxithromycin_Tested,Macrolide,Macrolide,Watch
Streptococcus,Blood Culture,cosine,0.4,0.75,18,12,24,SXT - Co-Trimoxazol_Tested,,Sulfonamide/Trimethoprim combo,Access
Streptococcus,Blood Culture,cosine,0.4,0.75,18,12,24,TET - Tetracyclin_Tested,Tetracycline,Tetracycline,Access
Streptococcus,Blood Culture,cosine,0.4,0.75,18,12,24,TGC - Tigecyclin_Tested,Glycylcycline,Glycylcycline,Reserve
Streptococcus,Blood Culture,cosine,0.4,0.75,18,15,3,TOB - Tobramycin_Tested,Aminoglycoside,Aminoglycoside,Watch
Streptococcus,Blood Culture,cosine,0.4,0.75,18,12,24,TPL - Teicoplanin_Tested,Glycopeptide,Glycopeptide,Watch
Streptococcus,Blood Culture,cosine,0.4,0.75,18,13,1,TRP - Trimethoprim_Tested,Dihydrofolate reductase inhibitor,Dihydrofolate reductase inhibitor,Access
Streptococcus,Blood Culture,cosine,0.4,0.75,18,12,24,VAN - Vancomycin_Tested,Glycopeptide,Glycopeptide,Watch
Streptococcus,Blood Culture,dice,0.4,0.75,20,13,24,AMC - Amoxicillin/clavulanic acid_Tested,β-lactam,β-lactam/β-lactamase inhibitor,Access
Streptococcus,Blood Culture,dice,0.4,0.75,20,1,3,AMK - Amikacin_Tested,Aminoglycoside,Aminoglycoside,Access
Streptococcus,Blood Culture,dice,0.4,0.75,20,13,24,AMP - Ampicillin_Tested,β-lactam,Penicillin (β-lactam),Access
Streptococcus,Blood Culture,dice,0.4,0.75,20,13,24,AMS - Ampicillin/Sulbactam_Tested,β-lactam,β-lactam/β-lactamase inhibitor,Access
Streptococcus,Blood Culture,dice,0.4,0.75,20,13,24,AMX - Amoxicillin_Tested,β-lactam,Penicillin (β-lactam),Access
Streptococcus,Blood Culture,dice,0.4,0.75,20,10,5,AZM - Azithromycin_Tested,Macrolide,Macrolide,Watch
Streptococcus,Blood Culture,dice,0.4,0.75,20,19,3,AZT - Aztreonam_Tested,β-lactam,Monobactam (β-lactam),Reserve
Streptococcus,Blood Culture,dice,0.4,0.75,20,1,3,CAZ - Ceftazidim_Tested,β-lactam,Third-gen cephalosporin (β-lactam),Watch
Streptococcus,Blood Culture,dice,0.4,0.75,20,10,5,CEC - Cefaclor_Tested,β-lactam,Second-gen cephalosporin (β-lactam),Watch
Streptococcus,Blood Culture,dice,0.4,0.75,20,9,1,CEP - Cefepim_Tested,β-lactam,Fourth-gen cephalosporin (β-lactam),Watch
Streptococcus,Blood Culture,dice,0.4,0.75,20,14,4,CEX - Cefalexin_Tested,β-lactam,First-gen cephalosporin (β-lactam),Access
Streptococcus,Blood Culture,dice,0.4,0.75,20,11,4,CEZ - Cefazolin_Tested,β-lactam,First-gen cephalosporin (β-lactam),Access
Streptococcus,Blood Culture,dice,0.4,0.75,20,10,5,CFA - Cefuroxim-Axetil_Tested,β-lactam,Second-gen cephalosporin (β-lactam),Watch
Streptococcus,Blood Culture,dice,0.4,0.75,20,14,4,CFI - Cefixim_Tested,β-lactam,Third-gen cephalosporin (β-lactam),Watch
Streptococcus,Blood Culture,dice,0.4,0.75,20,14,4,CFR - Cefadroxil_Tested,β-lactam,First-gen cephalosporin (β-lactam),Access
Streptococcus,Blood Culture,dice,0.4,0.75,20,15,1,CIP - Ciprofloxacin_Tested,Fluoroquinolone,Fluoroquinolone,Watch
Streptococcus,Blood Culture,dice,0.4,0.75,20,13,24,CLI - Clindamycin_Tested,Lincosamide,Lincosamide,Access
Streptococcus,Blood Culture,dice,0.4,0.75,20,10,5,CLR - Clarithromycin_Tested,Macrolide,Macrolide,Watch
Streptococcus,Blood Culture,dice,0.4,0.75,20,13,24,CMP - Chloramphenicol_Tested,Amphenicol,Amphenicol,Access
Streptococcus,Blood Culture,dice,0.4,0.75,20,19,3,COL - Colistin_Tested,Polymyxin,Polymyxin,Reserve
Streptococcus,Blood Culture,dice,0.4,0.75,20,4,2,COX - Cefoxitin_Tested,β-lactam,Second-gen cephalosporin (β-lactam),Watch
Streptococcus,Blood Culture,dice,0.4,0.75,20,10,5,CPO - Cefpodoxim_Tested,β-lactam,Third-gen cephalosporin (β-lactam),Watch
Streptococcus,Blood Culture,dice,0.4,0.75,20,12,1,CPP - Cefpodoxim-Proxetil_Tested,β-lactam,Third-gen cephalosporin (β-lactam),Watch
Streptococcus,Blood Culture,dice,0.4,0.75,20,13,24,CRO - Ceftriaxon_Tested,β-lactam,Third-gen cephalosporin (β-lactam),Watch
Streptococcus,Blood Culture,dice,0.4,0.75,20,13,24,CTX - Cefotaxim_Tested,β-lactam,Third-gen cephalosporin (β-lactam),Watch
Streptococcus,Blood Culture,dice,0.4,0.75,20,13,24,CXM - Cefuroxim_Tested,β-lactam,Second-gen cephalosporin (β-lactam),Watch
Streptococcus,Blood Culture,dice,0.4,0.75,20,17,1,CZA - Ceftazidim/Avibactam_Tested,,,
Streptococcus,Blood Culture,dice,0.4,0.75,20,13,24,DOX - Doxycyclin_Tested,Tetracycline,Tetracycline,Access
Streptococcus,Blood Culture,dice,0.4,0.75,20,18,1,DPT - Daptomycin_Tested,Lipopeptide,Lipopeptide,Reserve
Streptococcus,Blood Culture,dice,0.4,0.75,20,11,4,ERT - Ertapenem_Tested,β-lactam,Carbapenem (β-lactam),Watch
Streptococcus,Blood Culture,dice,0.4,0.75,20,13,24,ERY - Erythromycin_Tested,Macrolide,Macrolide,Watch
Streptococcus,Blood Culture,dice,0.4,0.75,20,19,3,FLU - Flucloxacillin_Tested,β-lactam,Penicillin (β-lactam),Access
Streptococcus,Blood Culture,dice,0.4,0.75,20,0,1,FUS - Fusidic acid_Tested,Steroid antibiotic,Steroid antibiotic,Watch
Streptococcus,Blood Culture,dice,0.4,0.75,20,11,4,GEN - Gentamicin_Tested,Aminoglycoside,Aminoglycoside,Access
Streptococcus,Blood Culture,dice,0.4,0.75,20,13,24,IMP - Imipenem_Tested,β-lactam,Carbapenem (β-lactam),Watch
Streptococcus,Blood Culture,dice,0.4,0.75,20,13,24,LEV - Levofloxacin_Tested,Fluoroquinolone,Fluoroquinolone,Watch
Streptococcus,Blood Culture,dice,0.4,0.75,20,13,24,LIZ - Linezolid_Tested,Oxazolidinone,Oxazolidinone,Reserve
Streptococcus,Blood Culture,dice,0.4,0.75,20,2,1,MCL - Mecillinam_Tested,β-lactam,Penicillin (β-lactam),Access
Streptococcus,Blood Culture,dice,0.4,0.75,20,13,24,MER - Meropenem_Tested,β-lactam,Carbapenem (β-lactam),Watch
Streptococcus,Blood Culture,dice,0.4,0.75,20,13,24,MOX - Moxifloxacin_Tested,Fluoroquinolone,Fluoroquinolone,Watch
Streptococcus,Blood Culture,dice,0.4,0.75,20,3,1,MTR - Metronidazol_Tested,,Nitroimidazole,Access
Streptococcus,Blood Culture,dice,0.4,0.75,20,4,2,MZL - Mezlocillin_Tested,β-lactam,Penicillin (β-lactam),Watch
Streptococcus,Blood Culture,dice,0.4,0.75,20,5,1,NFT - Nitrofurantoin_Tested,Nitrofuran,Nitrofuran,Access
Streptococcus,Blood Culture,dice,0.4,0.75,20,6,1,NOR - Norfloxacin_Tested,Fluoroquinolone,Fluoroquinolone,Watch
Streptococcus,Blood Culture,dice,0.4,0.75,20,7,1,OFX - Ofloxacin_Tested,Fluoroquinolone,Fluoroquinolone,Watch
Streptococcus,Blood Culture,dice,0.4,0.75,20,8,1,OXA - Oxacillin_Tested,β-lactam,Penicillin (β-lactam),Access
Streptococcus,Blood Culture,dice,0.4,0.75,20,13,24,PEN - Penicillin_Tested,β-lactam,Penicillin (β-lactam),Watch
Streptococcus,Blood Culture,dice,0.4,0.75,20,13,24,PIP - Piperacillin_Tested,β-lactam,Penicillin (β-lactam),Watch
Streptococcus,Blood Culture,dice,0.4,0.75,20,11,4,PIT - Piperacillin/Tazobactam_Tested,β-lactam,β-lactam/β-lactamase inhibitor,Watch
Streptococcus,Blood Culture,dice,0.4,0.75,20,13,24,RAM - Rifampicin_Tested,Rifamycin,Rifamycin,Watch
Streptococcus,Blood Culture,dice,0.4,0.75,20,14,4,ROX - Roxithromycin_Tested,Macrolide,Macrolide,Watch
Streptococcus,Blood Culture,dice,0.4,0.75,20,13,24,SXT - Co-Trimoxazol_Tested,,Sulfonamide/Trimethoprim combo,Access
Streptococcus,Blood Culture,dice,0.4,0.75,20,13,24,TET - Tetracyclin_Tested,Tetracycline,Tetracycline,Access
Streptococcus,Blood Culture,dice,0.4,0.75,20,13,24,TGC - Tigecyclin_Tested,Glycylcycline,Glycylcycline,Reserve
Streptococcus,Blood Culture,dice,0.4,0.75,20,1,3,TOB - Tobramycin_Tested,Aminoglycoside,Aminoglycoside,Watch
Streptococcus,Blood Culture,dice,0.4,0.75,20,13,24,TPL - Teicoplanin_Tested,Glycopeptide,Glycopeptide,Watch
Streptococcus,Blood Culture,dice,0.4,0.75,20,16,1,TRP - Trimethoprim_Tested,Dihydrofolate reductase inhibitor,Dihydrofolate reductase inhibitor,Access
Streptococcus,Blood Culture,dice,0.4,0.75,20,13,24,VAN - Vancomycin_Tested,Glycopeptide,Glycopeptide,Watch
Streptococcus,Blood Culture,jaccard,0.4,1.0,27,2,13,AMC - Amoxicillin/clavulanic acid_Tested,β-lactam,β-lactam/β-lactamase inhibitor,Access
Streptococcus,Blood Culture,jaccard,0.4,1.0,27,1,1,AMK - Amikacin_Tested,Aminoglycoside,Aminoglycoside,Access
Streptococcus,Blood Culture,jaccard,0.4,1.0,27,2,13,AMP - Ampicillin_Tested,β-lactam,Penicillin (β-lactam),Access
Streptococcus,Blood Culture,jaccard,0.4,1.0,27,2,13,AMS - Ampicillin/Sulbactam_Tested,β-lactam,β-lactam/β-lactamase inhibitor,Access
Streptococcus,Blood Culture,jaccard,0.4,1.0,27,2,13,AMX - Amoxicillin_Tested,β-lactam,Penicillin (β-lactam),Access
Streptococcus,Blood Culture,jaccard,0.4,1.0,27,21,3,AZM - Azithromycin_Tested,Macrolide,Macrolide,Watch
Streptococcus,Blood Culture,jaccard,0.4,1.0,27,19,3,AZT - Aztreonam_Tested,β-lactam,Monobactam (β-lactam),Reserve
Streptococcus,Blood Culture,jaccard,0.4,1.0,27,7,1,CAZ - Ceftazidim_Tested,β-lactam,Third-gen cephalosporin (β-lactam),Watch
Streptococcus,Blood Culture,jaccard,0.4,1.0,27,8,1,CEC - Cefaclor_Tested,β-lactam,Second-gen cephalosporin (β-lactam),Watch
Streptococcus,Blood Culture,jaccard,0.4,1.0,27,9,1,CEP - Cefepim_Tested,β-lactam,Fourth-gen cephalosporin (β-lactam),Watch
Streptococcus,Blood Culture,jaccard,0.4,1.0,27,10,3,CEX - Cefalexin_Tested,β-lactam,First-gen cephalosporin (β-lactam),Access
Streptococcus,Blood Culture,jaccard,0.4,1.0,27,2,13,CEZ - Cefazolin_Tested,β-lactam,First-gen cephalosporin (β-lactam),Access
Streptococcus,Blood Culture,jaccard,0.4,1.0,27,12,1,CFA - Cefuroxim-Axetil_Tested,β-lactam,Second-gen cephalosporin (β-lactam),Watch
Streptococcus,Blood Culture,jaccard,0.4,1.0,27,13,1,CFI - Cefixim_Tested,β-lactam,Third-gen cephalosporin (β-lactam),Watch
Streptococcus,Blood Culture,jaccard,0.4,1.0,27,10,3,CFR - Cefadroxil_Tested,β-lactam,First-gen cephalosporin (β-lactam),Access
Streptococcus,Blood Culture,jaccard,0.4,1.0,27,15,2,CIP - Ciprofloxacin_Tested,Fluoroquinolone,Fluoroquinolone,Watch
Streptococcus,Blood Culture,jaccard,0.4,1.0,27,23,13,CLI - Clindamycin_Tested,Lincosamide,Lincosamide,Access
Streptococcus,Blood Culture,jaccard,0.4,1.0,27,21,3,CLR - Clarithromycin_Tested,Macrolide,Macrolide,Watch
Streptococcus,Blood Culture,jaccard,0.4,1.0,27,23,13,CMP - Chloramphenicol_Tested,Amphenicol,Amphenicol,Access
Streptococcus,Blood Culture,jaccard,0.4,1.0,27,19,3,COL - Colistin_Tested,Polymyxin,Polymyxin,Reserve
Streptococcus,Blood Culture,jaccard,0.4,1.0,27,20,1,COX - Cefoxitin_Tested,β-lactam,Second-gen cephalosporin (β-lactam),Watch
Streptococcus,Blood Culture,jaccard,0.4,1.0,27,21,3,CPO - Cefpodoxim_Tested,β-lactam,Third-gen cephalosporin (β-lactam),Watch
Streptococcus,Blood Culture,jaccard,0.4,1.0,27,22,1,CPP - Cefpodoxim-Proxetil_Tested,β-lactam,Third-gen cephalosporin (β-lactam),Watch
Streptococcus,Blood Culture,jaccard,0.4,1.0,27,2,13,CRO - Ceftriaxon_Tested,β-lactam,Third-gen cephalosporin (β-lactam),Watch
Streptococcus,Blood Culture,jaccard,0.4,1.0,27,2,13,CTX - Cefotaxim_Tested,β-lactam,Third-gen cephalosporin (β-lactam),Watch
Streptococcus,Blood Culture,jaccard,0.4,1.0,27,2,13,CXM - Cefuroxim_Tested,β-lactam,Second-gen cephalosporin (β-lactam),Watch
Streptococcus,Blood Culture,jaccard,0.4,1.0,27,26,1,CZA - Ceftazidim/Avibactam_Tested,,,
Streptococcus,Blood Culture,jaccard,0.4,1.0,27,23,13,DOX - Doxycyclin_Tested,Tetracycline,Tetracycline,Access
Streptococcus,Blood Culture,jaccard,0.4,1.0,27,24,1,DPT - Daptomycin_Tested,Lipopeptide,Lipopeptide,Reserve
Streptococcus,Blood Culture,jaccard,0.4,1.0,27,25,1,ERT - Ertapenem_Tested,β-lactam,Carbapenem (β-lactam),Watch
Streptococcus,Blood Culture,jaccard,0.4,1.0,27,23,13,ERY - Erythromycin_Tested,Macrolide,Macrolide,Watch
Streptococcus,Blood Culture,jaccard,0.4,1.0,27,19,3,FLU - Flucloxacillin_Tested,β-lactam,Penicillin (β-lactam),Access
Streptococcus,Blood Culture,jaccard,0.4,1.0,27,0,1,FUS - Fusidic acid_Tested,Steroid antibiotic,Steroid antibiotic,Watch
Streptococcus,Blood Culture,jaccard,0.4,1.0,27,15,2,GEN - Gentamicin_Tested,Aminoglycoside,Aminoglycoside,Access
Streptococcus,Blood Culture,jaccard,0.4,1.0,27,2,13,IMP - Imipenem_Tested,β-lactam,Carbapenem (β-lactam),Watch
Streptococcus,Blood Culture,jaccard,0.4,1.0,27,23,13,LEV - Levofloxacin_Tested,Fluoroquinolone,Fluoroquinolone,Watch
Streptococcus,Blood Culture,jaccard,0.4,1.0,27,23,13,LIZ - Linezolid_Tested,Oxazolidinone,Oxazolidinone,Reserve
Streptococcus,Blood Culture,jaccard,0.4,1.0,27,3,1,MCL - Mecillinam_Tested,β-lactam,Penicillin (β-lactam),Access
Streptococcus,Blood Culture,jaccard,0.4,1.0,27,2,13,MER - Meropenem_Tested,β-lactam,Carbapenem (β-lactam),Watch
Streptococcus,Blood Culture,jaccard,0.4,1.0,27,23,13,MOX - Moxifloxacin_Tested,Fluoroquinolone,Fluoroquinolone,Watch
Streptococcus,Blood Culture,jaccard,0.4,1.0,27,4,1,MTR - Metronidazol_Tested,,Nitroimidazole,Access
Streptococcus,Blood Culture,jaccard,0.4,1.0,27,5,1,MZL - Mezlocillin_Tested,β-lactam,Penicillin (β-lactam),Watch
Streptococcus,Blood Culture,jaccard,0.4,1.0,27,6,1,NFT - Nitrofurantoin_Tested,Nitrofuran,Nitrofuran,Access
Streptococcus,Blood Culture,jaccard,0.4,1.0,27,11,1,NOR - Norfloxacin_Tested,Fluoroquinolone,Fluoroquinolone,Watch
Streptococcus,Blood Culture,jaccard,0.4,1.0,27,14,1,OFX - Ofloxacin_Tested,Fluoroquinolone,Fluoroquinolone,Watch
Streptococcus,Blood Culture,jaccard,0.4,1.0,27,16,1,OXA - Oxacillin_Tested,β-lactam,Penicillin (β-lactam),Access
Streptococcus,Blood Culture,jaccard,0.4,1.0,27,23,13,PEN - Penicillin_Tested,β-lactam,Penicillin (β-lactam),Watch
Streptococcus,Blood Culture,jaccard,0.4,1.0,27,2,13,PIP - Piperacillin_Tested,β-lactam,Penicillin (β-lactam),Watch
Streptococcus,Blood Culture,jaccard,0.4,1.0,27,2,13,PIT - Piperacillin/Tazobactam_Tested,β-lactam,β-lactam/β-lactamase inhibitor,Watch
Streptococcus,Blood Culture,jaccard,0.4,1.0,27,23,13,RAM - Rifampicin_Tested,Rifamycin,Rifamycin,Watch
Streptococcus,Blood Culture,jaccard,0.4,1.0,27,10,3,ROX - Roxithromycin_Tested,Macrolide,Macrolide,Watch
Streptococcus,Blood Culture,jaccard,0.4,1.0,27,23,13,SXT - Co-Trimoxazol_Tested,,Sulfonamide/Trimethoprim combo,Access
Streptococcus,Blood Culture,jaccard,0.4,1.0,27,2,13,TET - Tetracyclin_Tested,Tetracycline,Tetracycline,Access
Streptococcus,Blood Culture,jaccard,0.4,1.0,27,23,13,TGC - Tigecyclin_Tested,Glycylcycline,Glycylcycline,Reserve
Streptococcus,Blood Culture,jaccard,0.4,1.0,27,17,1,TOB - Tobramycin_Tested,Aminoglycoside,Aminoglycoside,Watch
Streptococcus,Blood Culture,jaccard,0.4,1.0,27,23,13,TPL - Teicoplanin_Tested,Glycopeptide,Glycopeptide,Watch
Streptococcus,Blood Culture,jaccard,0.4,1.0,27,18,1,TRP - Trimethoprim_Tested,Dihydrofolate reductase inhibitor,Dihydrofolate reductase inhibitor,Access
Streptococcus,Blood Culture,jaccard,0.4,1.0,27,23,13,VAN - Vancomycin_Tested,Glycopeptide,Glycopeptide,Watch
Streptococcus,Blood Culture,phi,0.4,0.75,32,3,9,AMC - Amoxicillin/clavulanic acid_Tested,β-lactam,β-lactam/β-lactamase inhibitor,Access
Streptococcus,Blood Culture,phi,0.4,0.75,32,1,3,AMK - Amikacin_Tested,Aminoglycoside,Aminoglycoside,Access
Streptococcus,Blood Culture,phi,0.4,0.75,32,2,1,AMP - Ampicillin_Tested,β-lactam,Penicillin (β-lactam),Access
Streptococcus,Blood Culture,phi,0.4,0.75,32,3,9,AMS - Ampicillin/Sulbactam_Tested,β-lactam,β-lactam/β-lactamase inhibitor,Access
